title,collection_id,source_type,chunks,year,authority,url,docId
Teenus lastega pere toetamiseks,kov_services,TEXT,2,,,https://www.tyri.ee/perekond-ja-sotsiaalabi/abi-toimetulekuraskusega-inimesele/sotsiaalteenuste-hinnakiri,kov::turi-vald::item::turi_vald_service_teenus_lastega_pere_toetamiseks
Teenuse taotlus,kov_services,TEXT,2,,,https://www.tapa.ee/sites/default/files/documents/2026-01/Teenuse%20taotlus.rtf,kov::tapa-vald::item::tapa_vald_form_teenuse_taotlus
Teenuse taotlus lapsele,kov_services,TEXT,1,,,https://vald.hiiumaa.ee/sites/default/files/documents/2025-09/Teenuse%20taotlus%20lapsele.docx,kov::hiiumaa_vald::item::hiiumaa_vald_form_tugiteenus_lapsele_taotlus
Teenused ja majad ehk teenusmajad,sotsiaaltoo_articles,FILE,28,2022,,,sotsiaaltoo-3-2022-teenused-ja-majad-ehk-teenusmajad-2022-3
Teenused ja toetused Tšernobõlis osalenutele,kov_services,TEXT,2,,,https://www.tallinn.ee/et/teenused/teenused-ja-toetused-tsernobolis-osalenutele,kov::tallinn::item::tallinn_resource_teenused_ja_toetused_tsernobolis_osalenutele
Teenused suure hooldus- ja abivajadusega lapsele,kov_services,TEXT,2,,,https://viljandi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/abi-lapsele-ja-perele/,kov::viljandi-linn::item::viljandi_linn_service_suure_hooldusvajadusega_lapse_teenused
"Teenuseosutajad püüavad teha kõik, et toetada kliente muutunud olukorras",sotsiaaltoo_articles,FILE,6,2021,,,sotsiaaltoo-4-2021-teenuseosutajad-puuavad-teha-koik-et-toetada-kliente-muutunud-olukorras-2021-4
Tegevusjuhendaja versus hooldustöötaja,sotsiaaltoo_articles,FILE,9,2019,,,sotsiaaltoo-2-2019-tegevusjuhendaja-vs-hooldusto-taja-2019
Tegevusjuhendajad kui kogukonnas taastumise toetajad,sotsiaaltoo_articles,FILE,30,2023,,,sotsiaaltoo-2-2023-tegevusjuhendajad-kui-kogukonnas-taastumise-toetajad-2023-2
Tegevuspiiranguga inimeste toimetulekut kodus tuleb toetada senisest rohkem,sotsiaaltoo_articles,FILE,26,2021,,,sotsiaaltoo-3-2021-tegevuspiiranguga-inimeste-toimetulekut-kodus-tuleb-toetada-senisest-rohkem-2021-3
Tegevustest pikaajalise hoolduse vallas,sotsiaaltoo_articles,FILE,10,2021,,,sotsiaaltoo-3-2021-tegevustest-pikaajalise-hoolduse-vallas-2021-3
Tegevustoetus sotsiaalhoolekandealastele ja tervist edendavatele tegevustele,kov_services,TEXT,1,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/eeskirjad-korrad-ja-blanketid/,kov::haapsalu-linn::item::haapsalu_linn_benefit_tegevustoetus_sotsiaalhoolekanne
Tegevustoetuse taotlus sotsiaalhoolekandealastele ja tervist edendavatele tegevustele,kov_services,TEXT,1,,,https://haapsalu.ee/wp-content/uploads/2025/06/Tegevustoetuse-taotlus-sotsiaalhoolekandealastele-ja-tervist-edendavatele-tegevustele2025.DOC.docx,kov::haapsalu-linn::item::haapsalu_linn_form_tegevustoetus
"Tehisintellekt sotsiaaltöös: praktika, kaalutlused ja väärtuspõhised piirid",sotsiaaltoo_articles,FILE,35,2025,,https://www.tai.ee/et/sotsiaaltoo/tehisintellekt-sotsiaaltoos-praktika-kaalutlused-ja-vaartuspohised-piirid,sotsiaaltoo-2-2025-tehisintellekt-sotsiaaltoos-praktika-kaalutlused-ja-vaartuspohised-piirid-2025-2
Tehnilised abilahendused Koeru Hooldekeskuses,sotsiaaltoo_articles,FILE,7,2020,,,sotsiaaltoo-2-2020-tehnilised-abilahendused-koeru-hooldekeskuses-2020-2
Teija Liisi Madissoo,kov_services,TEXT,1,,,https://laaneharju.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/lapse-ja-pere-heaolu,kov::laane-harju-vald::item::laane_harju_vald_contact_teija_liisi_madissoo
Teise omavalitsuse munitsipaallasteaia koha kasutamise toetus,kov_services,TEXT,2,,,https://www.kambja.ee/teise-omavalitsuse-munitsipaallasteaia-koha-kasutamise-toetus,kov::kambja-vald::item::kambja_vald_benefit_teise_omavalitsuse_lasteaia_toetus
Teise omavalitsuse munitsipaallasteaia koha kasutamise toetuse taotlus,kov_services,TEXT,1,,,https://www.kambja.ee/teise-omavalitsuse-munitsipaallasteaia-koha-kasutamise-toetus,kov::kambja-vald::item::kambja_vald_form_teise_omavalitsuse_lasteaia_toetus_doc
Teised Väike-Maarja valla territooriumil asuvad hooldekodud,kov_services,TEXT,1,,,https://v-maarja.ee/pere-sotsiaal-ja-tervishoid/tervise-ja-hoolekandeasutused/hooldekodud,kov::vaike-maarja-vald::item::vaike_maarja_vald_resource_teised_hooldekodud
Teopesa tegevuskeskus,kov_services,TEXT,2,,,https://rapla.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaalvaldkonna-info/teopesa-abi-ja-toetusvajadusega-inimeste-tegevuskeskus-raplas/,kov::rapla-vald::item::rapla_vald_resource_teopesa_tegevuskeskus
Teraapia,kov_services,TEXT,2,,,https://mustveevald.kovtp.ee/muud-vajaduspohised-teenused,kov::mustvee-vald::item::mustvee_vald_service_teraapia
Terje Amor,kov_services,TEXT,1,,,https://v-maarja.ee/pere-sotsiaal-ja-tervishoid/kontaktid/sotsiaalosakonna-kontaktid,kov::vaike-maarja-vald::item::vaike_maarja_vald_contact_terje_amor
Terje Kanger,kov_services,TEXT,1,,,https://voru.ee/kontakt,kov::voru-linn::item::voru_linn_contact_terje_kanger
Terje Lihtsa,kov_services,TEXT,1,,,https://kanepi.ee/kontakt,kov::kanepi-vald::item::kanepi_vald_contact_terje_lihtsa
Terje Lille,kov_services,TEXT,1,,,https://otepaa.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/lastekaitse-uldteave,kov::otepaa-vald::item::otepaa_vald_contact_terje_lille
Terje Rämmel,kov_services,TEXT,1,,,https://keila.ee/ametnikud/haridus-kultuur-sotsiaaltoo/,kov::keila-linn::item::keila_linn_contact_terje_rammel
Terviklik abi kodu lähedalt – isikukeskne erihoolekanne omavalitsustes,sotsiaaltoo_articles,FILE,23,2021,,,sotsiaaltoo-4-2021-terviklik-abi-kodu-lahedalt-iste-mudel-2021-4
Tervise- ja sotsiaalosakond,kov_services,TEXT,1,,,https://www.narva.ee/tervise-ja-sotsiaalosakond,kov::narva-linn::item::narva_linn_contact_tervise_ja_sotsiaalosakond
Terviseabi toetus,kov_services,TEXT,2,,,https://sauevald.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/toetused-taiskasvanutele,kov::saue-vald::item::saue_vald_benefit_terviseabi_toetus
Tervisealane kirjaoskus – kuidas jõuda tervise võrdsuseni?,sotsiaaltoo_articles,FILE,20,2025,,,sotsiaaltoo-2-2025-tervisealane-kirjaoskus-kuidas-jouda-tervise-vordsuseni-2025-2
Tervisedendus Haljala vallas,kov_services,TEXT,1,,,https://www.haljala.ee/tervisedendus,kov::haljala_vald::item::haljala_vald_resource_tervisedendus
Tervisega seotud kulude hüvitamise toetus,kov_services,TEXT,2,,,https://vinnivald.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/sotsiaaltoetused/,kov::vinni-vald::item::vinni_vald_benefit_tervisega_seotud_kulude_huvitamise_toetus
Tervisega seotud kulude toetus,kov_services,TEXT,2,,,https://www.voruvald.ee/muud-sotsiaaltoetused,kov::voru-vald::item::voru_vald_benefit_tervisega_seotud_kulude_toetus
Tervisekassa,kov_services,TEXT,1,,,https://www.narva.ee,kov::narva-linn::item::narva_linn_resource_tervisekassa
Terviseportaal,kov_services,TEXT,1,,,https://www.narva.ee,kov::narva-linn::item::narva_linn_resource_terviseportaal
Terviseprobleemiga laste ja nende perede toetamise hea tava,national_guidelines,FILE,316,2025,,,sm-terviseprobleemiga-laste-perede-hea-tava-2025
Terviseprojektide toetus,kov_services,TEXT,1,,,https://parnu.ee/sotsiaalhoolekanne,kov::parnu-linn::item::parnu_linn_benefit_terviseprojektide_toetus
Terviseprojektide toetuse taotlus ja aruanne,kov_services,TEXT,1,,,https://parnu.ee/sotsiaalhoolekanne,kov::parnu-linn::item::parnu_linn_form_terviseprojektide_toetuse_taotlus_aruanne
Terviseseisundist või puudest tingitud erivajadustega noorte siirdumine koolist tööle,national_guidelines,FILE,382,2015,,https://www.praxis.ee/uploads/2015/06/Erivajadustega-noorte-siirdumine-koolist-toole.pdf,praxis_centar_terviseseisundist_voi_puudest_tingitud_erivajadustega_noorte
Terviseteenus (ujula),kov_services,TEXT,2,,,https://narva-joesuu.ee/terviseteenus,kov::narva-joesuu-linn::item::narva_joesuu_linn_service_terviseteenus_ujula
Terviseteenuse avaldus (ujula),kov_services,TEXT,2,,,https://narva-joesuu.ee/documents/2032937//taotlus%2B-%2Bujula%2B2023.docx/a1b5d24f-284e-40f7-869f-fb4c8b3153ce,kov::narva-joesuu-linn::item::narva_joesuu_linn_form_terviseteenuse_avaldus_ujula
Tervisetoetus,kov_services,TEXT,2,,,https://anija.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/peretoimingud-ja-sotsiaaltoetused/,kov::anija-vald::item::anija_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://www.elva.ee/sites/default/files/documents/2025-10/Lisa%209.%20Sotsiaaltoetuse%20taotlus.pdf,kov::elva-vald::item::elva_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://joelahtme.ee/toimetulekut-soodustavad-sotsiaaltoetused,kov::joelahtme-vald::item::joelahtme_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://xn--jgeva-dua.ee/tervisetoetus,kov::jogeva-vald::item::jogeva_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://www.kambja.ee/tervisetoetus,kov::kambja-vald::item::kambja_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://www.kosevald.ee/toetused-eakad-ja-taiskasvanud,kov::kose-vald::item::kose_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://www.kuusalu.ee/sotsiaaltoetusted,kov::kuusalu-vald::item::kuusalu_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://laaneharju.ee/pere-sotsiaal-ja-tervishoid/eakad-ja-erivajadusega-inimesed/teenused-ja-toetused,kov::laane-harju-vald::item::laane_harju_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://mustveevald.kovtp.ee/blanketid-ja-vormid,kov::mustvee-vald::item::mustvee_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://www.otepaa.ee/toiming/sissetulekust-soltuvad-sotsiaaltoetused,kov::otepaa-vald::item::otepaa_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://www.poltsamaa.ee/tervisetoetus,kov::poltsamaa-vald::item::poltsamaa_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,1,,,https://raasiku.ee/toiming/tervisetoetus,kov::raasiku-vald::item::raasiku_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://www.rakverevald.ee/tervisetoetus,kov::rakvere-vald::item::rakvere_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://tartuvald.ee/toiming/sissetulekust-soltuvad-toetused,kov::tartu-vald::item::tartu_vald_benefit_tervisetoetus
Tervisetoetus,kov_services,TEXT,2,,,https://vormsi.ee/elu-vormsil/sotsiaalhoolekanne/sotsiaaltoetused/,kov::vormsi-vald::item::vormsi_vald_benefit_tervisetoetus
Tervisetoetus lapsele,kov_services,TEXT,2,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused-laps-ja-pere/,kov::luunja-vald::item::luunja_vald_benefit_tervisetoetus_laps
Tervisetoetus täiskasvanule,kov_services,TEXT,2,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/tooealised-ja-eakad/teenused-ja-toetused-tooealised-ja-eakad/,kov::luunja-vald::item::luunja_vald_benefit_tervisetoetus_taiskasvanu
Tervisetoetus vähekindlustatud isikutele,kov_services,TEXT,2,,,https://www.lyganuse.ee/sotsiaaltoetused,kov::luganuse-vald::item::luganuse_vald_benefit_tervisetoetus_vahekindlustatud_isikutele
Tervisetoetuse taotlus,kov_services,TEXT,1,,,https://www.kambja.ee/tervisetoetus,kov::kambja-vald::item::kambja_vald_form_tervisetoetus_docx
Tervisetoetuse taotlus,kov_services,TEXT,1,,,https://otepaa.ee/sites/default/files/documents/2025-08/Tervisetoetus.docx,kov::otepaa-vald::item::otepaa_vald_form_tervisetoetus
Tervisetoetuse taotlus täiskasvanule,kov_services,TEXT,2,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused-laps-ja-pere/,kov::luunja-vald::item::luunja_vald_form_tervisetoetuse_taotlus_taiskasvanu
Tervishoiu ja sotsiaalvaldkonna kvalifikatsiooninõudeid ja väljaõpet saab hinnata ühtse metoodikaga,sotsiaaltoo_articles,FILE,18,2025,,,sotsiaaltoo-2-2025-tervishoiu-ja-sotsiaalvaldkonna-kvalifikatsiooninoudeid-ja-valjaopet-saab-hinnata-uhtse-metoodikaga-2025-2
Tervishoiuressursid,kov_services,TEXT,1,,,https://vinnivald.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/tervishoid/,kov::vinni-vald::item::vinni_vald_resource_tervishoiuressursid
Tervishoiuteenuste osutajad Rae vallas,kov_services,TEXT,1,,,https://rae.ee/pere-sotsiaal-ja-tervis/tervis/tervishoiuteenuste-osutajad,kov::rae-vald::item::rae_vald_resource_tervishoiuteenuste_osutajad
Tiia Jäärats,kov_services,TEXT,1,,,https://www.saaremaavald.ee/toiming/matusetoetus,kov::saaremaa-vald::item::saaremaa_vald_contact_tiia_jaarats
Tiia Kaselo,kov_services,TEXT,1,,,https://v-maarja.ee/pere-sotsiaal-ja-tervishoid/kontaktid/sotsiaalosakonna-kontaktid,kov::vaike-maarja-vald::item::vaike_maarja_vald_contact_tiia_kaselo
Tiia Spitsõn,kov_services,TEXT,1,,,https://harku.ee/pere-sotsiaal-ja-tervishoid/sotsiaal-ja-tervishoiuosakonna-kontaktid,kov::harku-vald::item::harku_vald_contact_tiia_spitson
Tiia Urm,kov_services,TEXT,1,,,https://kanepi.ee/kontakt,kov::kanepi-vald::item::kanepi_vald_contact_tiia_urm
Tiina Allik,kov_services,TEXT,1,,,https://ruhnu.ee/vald-uudised-ja-kontakt/uudised-ja-kontakt/kontakt/,kov::ruhnu-vald::item::ruhnu_vald_contact_tiina_allik
Tiina Kokemägi,kov_services,TEXT,1,,,https://marjamaa.ee/toiming/taiendavad-sotsiaalteenused,kov::marjamaa-vald::item::marjamaa_vald_contact_tiina_kokemagi
Tiina Lall,kov_services,TEXT,1,,,https://antsla.ee/vald-uudised-ja-kontakt/uudised-ja-kontakt/kontakt/,kov::antsla_vald::item::antsla_vald_contact_tiina_lall
Tiina Lobjakas,kov_services,TEXT,1,,,https://www.kambja.ee/kontakt,kov::kambja-vald::item::kambja_vald_contact_tiina_lobjakas
Tiina Männik,kov_services,TEXT,1,,,https://www.torivald.ee/pere-sotsiaal-ja-tervishoid/kontaktid,kov::tori-vald::item::tori_vald_contact_tiina_mannik
Tiina Valdmees,kov_services,TEXT,1,,,https://www.laanenigula.ee/pere-sotsiaal-ja-tervishoid/sotsiaalhoolekande-osakond/kontaktid,kov::laane-nigula-vald::item::laane_nigula_vald_contact_tiina_valdmees
Tiina Viisut,kov_services,TEXT,1,,,https://vald.hiiumaa.ee/haridus-kultuur-sport-kogukonnad/haridus/lasteaiad,kov::hiiumaa_vald::item::hiiumaa_vald_contact_tiina_viisut
Tiiu Ivanova,kov_services,TEXT,1,,,https://vinnivald.ee/vald-uudised-ja-kontakt/valla-info/kontakt/,kov::vinni-vald::item::vinni_vald_contact_tiiu_ivanova
Tiiu Metsalu,kov_services,TEXT,1,,,https://mustveevald.kovtp.ee/ametnikud,kov::mustvee-vald::item::mustvee_vald_contact_tiiu_metsalu
Tiiu Saar,kov_services,TEXT,1,,,https://parnu.ee/perekond-sotsiaal-tervis/kontaktid/sotsiaalosakond,kov::parnu-linn::item::parnu_linn_contact_tiiu_saar
Toetatud elamine,kov_services,TEXT,1,,,https://www.tallinn.ee/et/teenused/toetatud-elamine,kov::tallinn::item::tallinn_service_toetatud_elamine
Toetatud elamise teenus,kov_services,TEXT,2,,,https://anija.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/sotsiaalkeskus/,kov::anija-vald::item::anija_vald_service_toetatud_elamine
Toetatud elamise teenus,kov_services,TEXT,2,,,https://xn--jgeva-dua.ee/muud-toetavad-sotsiaalteenused,kov::jogeva-vald::item::jogeva_vald_service_toetatud_elamise_teenus
Toetatud elamise teenus,kov_services,TEXT,2,,,https://www.johvi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaalteenused/,kov::johvi-vald::item::johvi_vald_service_toetatud_elamise_teenus
Toetatud elamise teenus,kov_services,TEXT,2,,,https://otepaa.ee/pere-sotsiaal-ja-tervishoid/eakad-ja-erivajadusega-inimesed/erihoolekanne,kov::otepaa-vald::item::otepaa_vald_service_toetatud_elamise_teenus
Toetatud elamise teenus,kov_services,TEXT,2,,,https://www.pohja-sakala.ee/te,kov::pohja-sakala-vald::item::pohja_sakala_vald_service_toetatud_elamise_teenus
Toetatud eluase Rapla linnas,kov_services,TEXT,2,,,https://rapla.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaalvaldkonna-info/toetatud-eluase-rapla-linnas-01-04-2025-01-12-2027/,kov::rapla-vald::item::rapla_vald_resource_toetatud_eluase
Toetav pereteenus,kov_services,TEXT,2,,,https://www.poltsamaa.ee/muu-vajaduspohine-teenus,kov::poltsamaa-vald::item::poltsamaa_vald_service_toetav_pereteenus
Toetav pereteenus,kov_services,TEXT,1,,,https://www.tallinn.ee/et/teenused/toetav-pereteenus,kov::tallinn::item::tallinn_service_toetav_pereteenus
Toetavad teenused raske ja sügava puudega lastele,kov_services,TEXT,2,,,https://joelahtme.ee/lapsehoiuteenuse-toetus,kov::joelahtme-vald::item::joelahtme_vald_service_toetavad_teenused_puudega_lastele
Toetus asendushooldusteenusel olevale noorele,kov_services,TEXT,2,,,https://antsla.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/toetus-asendushooldusteenusel-olevale-noorele/,kov::antsla_vald::item::antsla_vald_benefit_toetus_asendushooldusteenusel_olevale_noorele
Toetus elamu välisilme parandamiseks,kov_services,TEXT,1,,,https://www.rapina.ee/teenused/sotsiaal-ja-tervishoid/sotsiaal-ja-tervishoiu-alased-blanketid/,kov::rapina-vald::item::rapina_vald_benefit_elamu_valisilme_toetus
Toetus eluaseme üürimisega kaasneva tagatisraha tasumiseks,kov_services,TEXT,1,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltuvad-sotsiaaltoetused/,kov::haapsalu-linn::item::haapsalu_linn_benefit_eluaseme_tagatisraha_toetus
Toetus ettenägematu olukorra puhul,kov_services,TEXT,2,,,https://kohtla-jarve.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/sotsiaaltoetused/sissetulekust-soltuvad-toetused/,kov::kohtla-jarve-linn::item::kohtla_jarve_linn_benefit_ettenagematu_olukorra_toetus
Toetus funktsioonihäiretega laste erivajaduste rahuldamiseks,kov_services,TEXT,1,,,https://narva-joesuu.ee/sotsiaaltoetused,kov::narva-joesuu-linn::item::narva_joesuu_linn_benefit_funktsioonihairtega_laste_prillitoetus
Toetus gümnaasiumi lõpetamise puhul,kov_services,TEXT,1,,,https://narva-joesuu.ee/sotsiaaltoetused,kov::narva-joesuu-linn::item::narva_joesuu_linn_benefit_gumnaasiumi_lopetamise_toetus
Toetus haigla visiidi- ja/või voodipäevatasu ning muude ravikulude kompenseerimiseks,kov_services,TEXT,2,,,https://kehtna.ee/wp-content/uploads/2025/02/AVALDUS_sotsiaaltoetuse_taotlemiseks.pdf,kov::kehtna-vald::item::kehtna_vald_benefit_haigla_visiidi_voodipaevatasu_ja_ravikulude_toetus
Toetus haigla voodipäevatasu kompenseerimiseks,kov_services,TEXT,2,,,https://narva-joesuu.ee/sotsiaaltoetused,kov::narva-joesuu-linn::item::narva_joesuu_linn_benefit_haigla_voodipaevatasu_kompenseerimine
Toetus haridusasutuses laste toitlustamiseks ja lasteaia õppekulu hüvitamiseks,kov_services,TEXT,2,,,https://vinnivald.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/sotsiaaltoetused/,kov::vinni-vald::item::vinni_vald_benefit_laste_toitlustus_ja_lasteaia_oppekulu_toetus
Toetus huvihariduse õppetasu maksmiseks,kov_services,TEXT,1,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltuvad-sotsiaaltoetused/,kov::haapsalu-linn::item::haapsalu_linn_benefit_huvihariduse_toetus
Toetus I klassi õppima asunud laste vanematele,kov_services,TEXT,2,,,https://haademeeste.ee/toiming/toetus-i-klassi-oppima-asunud-laste-vanematele,kov::haademeeste-vald::item::haademeeste_vald_benefit_i_klassi_toetus
"Toetus koolitarvete, riiete ja jalanõude soetamiseks",kov_services,TEXT,2,,,https://antsla.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/toetus-koolitarvete-riiete-ja-jalanoode-soetamiseks/,kov::antsla_vald::item::antsla_vald_benefit_koolitarvete_toetus
Toetus kriisiolukorra või õnnetusjuhtumi korral,kov_services,TEXT,2,,,https://www.kambja.ee/toetus-kriisiolukorra-voi-onnetusjuhtumi-korral,kov::kambja-vald::item::kambja_vald_benefit_kriisi_toetus
Toetus kriisiolukorra või õnnetusjuhtumi korral,kov_services,TEXT,2,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/tooealised-ja-eakad/teenused-ja-toetused-tooealised-ja-eakad/,kov::luunja-vald::item::luunja_vald_benefit_toetus_kriisiolukorra_voi_onnetusjuhtumi_korral
Toetus kütte osaliseks hüvitamiseks,kov_services,TEXT,1,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltuvad-sotsiaaltoetused/,kov::haapsalu-linn::item::haapsalu_linn_benefit_kutte_toetus
Toetus küttekulude hüvitamiseks,kov_services,TEXT,2,,,https://narva-joesuu.ee/sotsiaaltoetused,kov::narva-joesuu-linn::item::narva_joesuu_linn_benefit_kuttekulude_huvitamine
Toetus lapse prillide soetamiseks,kov_services,TEXT,2,,,https://www.rapina.ee/teenused/sotsiaal-ja-tervishoid/toetused/toetus-lapse-prillide-soetamiseks/,kov::rapina-vald::item::rapina_vald_benefit_prillitoetus
"Toetus laste noorteprogrammides, noorteprojektides, ekskursioonidel või laagrites osalemise hüvitamiseks",kov_services,TEXT,2,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltuvad-sotsiaaltoetused/,kov::haapsalu-linn::item::haapsalu_linn_benefit_laste_programmid_toetus
Toetus laste toitlustamiseks koolis ja lasteaias,kov_services,TEXT,2,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltuvad-sotsiaaltoetused/,kov::haapsalu-linn::item::haapsalu_linn_benefit_laste_toitlustamise_toetus
Toetus lastega peredele,kov_services,TEXT,2,,,https://www.elva.ee/sites/default/files/documents/2025-10/Lisa%209.%20Sotsiaaltoetuse%20taotlus.pdf,kov::elva-vald::item::elva_vald_benefit_toetus_lastega_peredele
Toetus lastega peredele,kov_services,TEXT,1,,,https://nvv.ee/sotsiaaltoetused1,kov::noo-vald::item::noo_vald_benefit_toetus_lastega_peredele
Toetus lastelaagrite tuusikute hüvitamiseks,kov_services,TEXT,1,,,https://narva-joesuu.ee/blanketid_sotsiaal,kov::narva-joesuu-linn::item::narva_joesuu_linn_benefit_lastelaagrite_tuusikute_huvitamine
Toetus lastele prillide ostmiseks,kov_services,TEXT,2,,,https://www.pohja-sakala.ee/sotsiaaltoetused-valla-eelarvest,kov::pohja-sakala-vald::item::pohja_sakala_vald_benefit_laste_prillitoetus
Toetus majandusliku olukorra leevendamiseks,kov_services,TEXT,1,,,https://nvv.ee/sotsiaaltoetused1,kov::noo-vald::item::noo_vald_benefit_toetus_majandusliku_olukorra_leevendamiseks
Toetus noorte tervishoiutöötajate õppelaenu tagasimaksmiseks,kov_services,TEXT,1,,,https://parnu.ee/sotsiaalhoolekanne,kov::parnu-linn::item::parnu_linn_benefit_noorte_tervishoiutootajate_oppelaenu_tagasimaksmise_toetus
Toetus prilliklaaside maksumuse kompenseerimiseks,kov_services,TEXT,2,,,https://kehtna.ee/wp-content/uploads/2025/02/AVALDUS_sotsiaaltoetuse_taotlemiseks.pdf,kov::kehtna-vald::item::kehtna_vald_benefit_prilliklaaside_maksumuse_kompenseerimise_toetus
Toetus puudega lapse perele,kov_services,TEXT,2,,,https://antsla.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/toetus-puudega-lapse-perele/,kov::antsla_vald::item::antsla_vald_benefit_toetus_puudega_lapse_perele
Toetus puudega lastele ja nende peredele osutatud sotsiaal- ning tervishoiuteenuste eest tasumiseks,kov_services,TEXT,2,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltumatud-sotsiaaltoetused/,kov::haapsalu-linn::item::haapsalu_linn_benefit_puudega_laste_teenuste_toetus
Toetus puuetega inimesele,kov_services,TEXT,1,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltuvad-sotsiaaltoetused/,kov::haapsalu-linn::item::haapsalu_linn_benefit_puuetega_inimese_toetus
Toetus raske majandusliku olukorra puhul,kov_services,TEXT,2,,,https://laaneharju.ee/toetus-raske-majandusliku-olukorra-puhul,kov::laane-harju-vald::item::laane_harju_vald_benefit_toetus_raske_majandusliku_olukorra_puhul
Toetus raske- ja sügava puudega lapsele,kov_services,TEXT,2,,,https://kadrina.ee/perekond-ja-sotsiaalne-heaolu/erivajadused-ja-igapaevaelu/toetus-raske-ja-sugava-puudega-lapsele/,kov::kadrina-vald::item::kadrina_vald_benefit_raske_ja_sugava_puudega_lapse_toetus
"Toetus raske, sügava ja keskmise puude isikute erivajaduste rahuldamiseks",kov_services,TEXT,2,,,https://narva-joesuu.ee/sotsiaaltoetused,kov::narva-joesuu-linn::item::narva_joesuu_linn_benefit_puudega_isiku_erivajaduse_toetus
"Toetus ravikulude, raviteenuste või abivahendi soetamise hüvitamiseks",kov_services,TEXT,2,,,https://antsla.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/toetus-ravikulude-raviteenuste-voi-abivahendi-soetamise-huvitamiseks/,kov::antsla_vald::item::antsla_vald_benefit_ravikulude_huvitamise_toetus
Toetus ravimite ja prillide ostmiseks,kov_services,TEXT,1,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltuvad-sotsiaaltoetused/,kov::haapsalu-linn::item::haapsalu_linn_benefit_ravimite_prillide_toetus
